ID,言語設定,入力開始日時,入力終了日時,システムファイル,同意の有無,理解しました,内容の確認1,内容の確認2, 内容の確認3,内容の確認4, 1. AIは人間らしい振る舞いをする, 2. AIは生き物のように反応する, 3. AIは利用しやすい, 4. AIはタスクをうまく行う, 5. AIは好感が持てる, 6. AIは社会に馴染むことができる,7. AIには独自の個性がある, 8. 将来またこのAIを利用したいと思う,9. 直前の質問で選択した番号から1つずらした数字を選択してください, 10. AIの言動は見ていて楽しい, 11. AIとのやりとりは注意を引く, 12. AIは信頼できる, 13. AIと協力してタスクを行うことができた, 14. AIは気を配っている, 15. AIの言動は合理的である, 16. AIの言動には意図がある, 17. AIとのやりとりを好意的に受け止めている,18. AIは社会的な存在感がある,19. 他の人はAIを使うことをこの勧めると思う,20. AIには感情がある,AIの性格は変わっていない, AIの性格は初めのチャットの途中で変わった,AIの性格はチャットを新規作成した際に変わった,AIの性格はチャットを新規作成後の<br>チャットの途中に変わった,ピクト,オルタ,モーリッツ,左記以外,他に依頼したいことができたため,予定していた依頼がすべて無事に完了したため, AIからチャットを新規作成するように指示されたため,何度依頼しても期待した画像が出力されなかったため,性別,年齢,感想,人格切り替え,名前,回答者
nszw26001_vedktIOArY,ja,2026-01-27_20-04-21,2026-01-27_20-09-05,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,5,1,0,3,2,5,1,2,5,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,男,42,AIの回答にイライラした,なし,あり,人間
nszw26001_G0wzQyMD7g,ja,2026-01-27_20-02-30,2026-01-27_20-09-07,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,6,4,7,5,6,3,2,5,6,5,5,6,6,6,7,5,2,4,0,1,0,0,0,0,0,1,0,0,0,1,男,49,こういう状況よくある,あり,なし,人間
nszw26001_jCVLfrSFeh,ja,2026-01-27_20-02-31,2026-01-27_20-09-09,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,2,1,3,3,3,2,3,4,5,5,6,5,6,5,5,6,2,5,1,0,0,0,0,0,1,0,0,0,0,1,男,44,プロンプトの工夫が必要だと感じた,なし,あり,人間
nszw26001_zNebVqFwd1,ja,2026-01-27_20-02-37,2026-01-27_20-09-14,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,7,7,4,4,4,7,2,3,6,6,4,5,5,4,4,4,7,2,6,0,0,1,0,0,0,0,1,0,0,0,1,男,53,残念なAIでした,なし,なし,人間
nszw26001_gSVHQc8gen,ja,2026-01-27_20-02-31,2026-01-27_20-09-16,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,4,7,7,7,7,3,5,6,3,3,5,6,3,3,3,6,4,3,3,1,0,0,0,0,0,0,1,0,0,0,1,男,40,,あり,なし,人間
nszw26001_8FGuDaBCtd,ja,2026-01-27_20-05-27,2026-01-27_20-09-22,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,8,7,4,6,6,7,6,7,7,7,6,6,6,5,6,7,8,7,8,1,0,0,0,0,0,1,0,1,0,0,0,男,53,今後とも宜しくお願い致します。,なし,あり,人間
nszw26001_EtIIdDWLQa,ja,2026-01-27_20-02-37,2026-01-27_20-09-36,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,0,0,0,0,0,0,2,0,1,0,8,0,0,2,0,5,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,男,59,AIのレベルが非常に低いと感じた,なし,なし,人間
nszw26001_oWtJBmkFWo,ja,2026-01-27_20-02-39,2026-01-27_20-09-39,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,2,0,0,0,2,6,0,1,2,2,2,2,2,2,10,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,男,45,,なし,なし,人間
nszw26001_Fx5qXU4Onc,ja,2026-01-27_20-04-48,2026-01-27_20-09-46,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,男,36,なし,あり,あり,人間
nszw26001_u4f1FGxpi4,ja,2026-01-27_20-02-58,2026-01-27_20-09-54,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,9,1,0,2,4,3,0,1,2,7,1,0,7,4,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,男,37,興味深かい実験だった,なし,あり,人間
nszw26001_iUENMFcsy7,ja,2026-01-27_20-02-34,2026-01-27_20-09-56,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,6,6,0,2,1,4,1,2,2,7,0,0,4,2,6,3,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,男,60,,なし,なし,人間
nszw26001_cfuRF0DvoD,ja,2026-01-27_20-02-54,2026-01-27_20-09-53,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,1,4,3,4,2,5,3,4,5,5,5,5,3,3,2,5,5,5,2,1,0,0,0,0,0,0,1,0,0,0,1,男,45,特になし,なし,なし,人間
nszw26001_0rituDSLNH,ja,2026-01-27_20-07-11,2026-01-27_20-10-11,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,4,4,6,4,8,4,5,6,6,5,4,6,4,6,5,4,3,6,0,0,1,0,0,0,0,1,0,0,0,1,男,24,AIとのやりとりは見ていて、面白かった。,あり,なし,人間
nszw26001_tdPXcIDF9J,ja,2026-01-27_20-02-47,2026-01-27_20-10-13,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,0,8,0,0,5,0,0,0,1,9,9,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,男,41,,あり,あり,人間
nszw26001_IgVtaPzHsX,ja,2026-01-27_20-02-48,2026-01-27_20-10-14,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,1,男,57,不思議なアンケートだった,あり,なし,人間
nszw26001_9UtC0rKFqm,ja,2026-01-27_20-03-22,2026-01-27_20-10-28,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,7,1,2,3,3,5,1,0,3,7,2,1,3,2,2,1,8,1,0,0,0,1,0,1,0,0,0,0,0,0,1,男,48,AIが全然言うことを聞かないなぁと感じた,あり,あり,人間
nszw26001_eKIWQEKk3H,ja,2026-01-27_20-02-33,2026-01-27_20-10-32,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,6,0,0,1,5,4,1,2,4,5,1,2,1,0,0,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,男,35,ないです,なし,あり,人間
nszw26001_MZwqJTEl3a,ja,2026-01-27_20-02-53,2026-01-27_20-10-51,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,3,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,男,69,AIはどうして間違いばかり表示したのか？,なし,あり,人間
nszw26001_241Wu7QcGx,ja,2026-01-27_20-02-37,2026-01-27_20-10-52,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,5,3,3,3,3,3,4,3,6,3,3,4,4,6,4,3,3,3,1,0,0,0,1,0,1,0,0,0,0,1,男,57,歯がゆい,あり,あり,人間
nszw26001_wV7agCRGn6,ja,2026-01-27_20-02-35,2026-01-27_20-10-57,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,3,2,2,5,6,1,2,4,4,1,1,2,2,3,2,5,1,4,0,0,1,0,0,0,0,1,0,0,0,1,男,54,言うことを聞かないのでイライラしました,あり,なし,人間
nszw26001_WYVBVLwE82,ja,2026-01-27_20-02-42,2026-01-27_20-10-57,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,8,0,0,0,5,0,1,5,5,0,0,6,5,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,男,66,操作しやすかった,なし,あり,人間
nszw26001_HOzKWV49ES,ja,2026-01-27_20-02-33,2026-01-27_20-11-00,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,10,2,6,8,8,8,7,10,9,5,8,8,8,8,8,8,4,0,1,0,0,0,0,0,1,0,0,0,0,1,男,46,AIが思うように反応してくれないことがたまにあるので”あるあるｗ”と苦笑いしながら進めました。,なし,あり,人間
nszw26001_xoid8wPAvW,ja,2026-01-27_20-02-34,2026-01-27_20-11-00,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,6,6,4,6,6,7,6,5,3,6,4,6,4,6,3,4,4,6,4,1,0,0,0,0,0,0,1,0,0,0,1,男,41,AIが上手く作業をできなくてもどかしかったです。,なし,なし,人間
nszw26001_Ye47fhPu3p,ja,2026-01-27_20-03-32,2026-01-27_20-11-12,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,4,3,3,2,2,4,2,1,3,2,2,2,3,3,3,2,3,3,4,1,0,0,0,0,0,0,1,0,0,0,1,男,35,,なし,なし,人間
nszw26001_mD9v9AmazS,ja,2026-01-27_20-06-00,2026-01-27_20-11-17,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,1,1,2,2,6,0,1,1,5,1,1,1,1,5,1,3,0,2,1,0,0,0,1,0,1,0,0,0,0,1,男,47,,あり,あり,人間
nszw26001_uUt2Dog4vC,ja,2026-01-27_20-05-58,2026-01-27_20-11-22,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,2,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,男,50,なし,あり,なし,人間
nszw26001_8a6XDhs6zg,ja,2026-01-27_20-02-30,2026-01-27_20-11-32,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,1,1,0,2,2,6,1,2,0,6,2,1,0,1,0,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,男,45,特になし,あり,なし,人間
nszw26001_AarrCBxO9L,ja,2026-01-27_20-02-40,2026-01-27_20-11-45,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,7,2,3,3,2,4,1,0,4,7,3,3,3,4,6,4,6,5,4,0,0,1,0,1,0,1,0,0,0,0,1,男,46,,あり,あり,人間
nszw26001_bKvow9BBaB,ja,2026-01-27_20-02-46,2026-01-27_20-11-53,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,4,2,2,6,4,0,1,1,6,2,4,5,5,4,2,5,1,3,1,0,0,0,0,0,0,1,0,0,0,1,男,48,AIが無能すぎる,あり,なし,人間
nszw26001_IpS7AdBLqS,ja,2026-01-27_20-02-41,2026-01-27_20-11-57,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,6,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,0,0,0,1,0,0,0,1,0,0,1,0,男,58,,なし,なし,人間
nszw26001_BurOikem1i,ja,2026-01-27_20-03-13,2026-01-27_20-12-19,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,4,5,0,2,2,1,0,1,1,2,2,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,男,71歳以上,興味深かった,なし,なし,人間
nszw26001_4zHbkuPbam,ja,2026-01-27_20-02-43,2026-01-27_20-12-25,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,2,0,3,3,5,2,3,2,7,0,1,3,2,2,2,3,1,3,0,0,1,0,0,0,0,1,0,0,0,1,男,56,特にありません。,あり,なし,人間
nszw26001_6hT7Dgij0F,ja,2026-01-27_20-09-50,2026-01-27_20-12-25,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,5,5,5,6,4,4,5,4,4,5,5,4,5,5,5,4,4,3,0,0,0,1,1,0,1,0,0,0,1,0,男,57,特にありません。,あり,あり,人間
nszw26001_bnpIsSMBDb,ja,2026-01-27_20-02-39,2026-01-27_20-12-38,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,7,6,6,5,5,5,0,1,5,10,3,0,2,0,5,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,男,69,ユーザーの不完全な指示とそれに応えようとするAIが面白かった,あり,あり,人間
nszw26001_Cp1TxPv7zw,ja,2026-01-27_20-02-34,2026-01-27_20-13-06,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,4,4,4,4,5,4,5,4,4,5,6,6,5,4,5,7,4,4,1,0,0,0,0,0,1,0,0,0,0,1,男,48,AIとのチャットの様子の閲覧から次のページに進むタイミングが分かりずらかった。,なし,あり,人間
nszw26001_4uJTE4IFXc,ja,2026-01-27_20-03-21,2026-01-27_20-13-25,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,3,1,3,3,5,1,2,4,6,2,2,4,4,5,3,5,2,3,1,0,0,0,0,0,1,0,0,0,0,1,男,50,,なし,あり,人間
nszw26001_kF6UQSuQkd,ja,2026-01-27_20-02-36,2026-01-27_20-13-31,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,6,2,0,0,2,0,0,1,0,3,0,0,2,2,0,0,3,0,3,0,0,0,1,0,0,0,1,0,0,0,1,男,57,すべてにＡＩが課題をできるとは思えない,あり,なし,人間
nszw26001_UNVnl963dL,ja,2026-01-27_20-02-38,2026-01-27_20-13-33,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,7,3,4,4,9,0,1,5,10,2,6,2,7,3,7,6,1,2,0,0,1,0,0,0,0,1,0,0,0,1,男,56,興味深い実験でした,あり,なし,人間
nszw26001_4b3h4M0IV5,ja,2026-01-27_20-02-34,2026-01-27_20-13-40,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,1,0,2,5,2,0,1,1,6,1,3,7,6,6,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,男,54,こんなAIばかりではないと思う。,なし,あり,人間
nszw26001_1tsXEUeACp,ja,2026-01-27_20-02-42,2026-01-27_20-13-43,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,8,3,7,8,7,1,2,8,8,5,7,7,6,5,6,7,3,4,0,0,1,0,1,0,1,0,0,0,0,1,男,48,記入漏れの有無は自動チェックにしてほしい,あり,あり,人間
nszw26001_7kTdVVyUKP,ja,2026-01-27_20-02-37,2026-01-27_20-14-02,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,6,4,3,4,3,6,6,5,7,6,3,5,6,3,6,7,5,7,6,0,0,1,0,0,0,0,1,0,0,0,1,男,71歳以上,このAIには愛嬌が感じられる。,あり,あり,人間
nszw26001_zdT3UJk1Tr,ja,2026-01-27_20-02-32,2026-01-27_20-14-12,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,0,2,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,男,64,AIの挙動が未熟だと思いました。,なし,なし,人間
nszw26001_TOPRFdtOo6,ja,2026-01-27_20-03-19,2026-01-27_20-14-14,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,0,0,0,5,7,0,1,5,5,0,0,0,0,5,0,5,0,3,1,0,0,0,0,0,0,1,0,0,0,1,男,45,少し難しかったです。,あり,なし,人間
nszw26001_FWUi0V16DQ,ja,2026-01-27_20-02-48,2026-01-27_20-14-30,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,5,5,5,4,6,6,5,7,7,5,6,6,6,6,6,5,6,7,0,0,0,1,0,0,0,1,0,0,0,1,男,57,興味深い,なし,なし,人間
